"GI_18426974-S","GI_41197088-S","GI_17981706-S","GI_41190507-S","GI_33356162-S","Hs.449605-S","GI_37546026-S","Hs.512137-S","GI_37546969-S","Hs.449584-S","Hs.406489-S","GI_18641371-S","Hs.449609-S","hmm3574-S","hmm10298-S","Hs.449602-S","GI_11095446-S","Hs.512124-S","GI_37542230-S","hmm3577-S","GI_21389378-S","GI_27754767-I","GI_13514808-S","GI_13027804-S","GI_4504410-S","GI_11993934-S","GI_33356559-S","GI_37537697-S","hmm10289-S","GI_42660576-S","GI_34915989-S","GI_31377723-S","GI_28416938-S","GI_42656398-S","Hs.449572-S","GI_23065546-A","GI_42662536-S","GI_41190543-S","GI_23510363-A","GI_7661757-S","GI_27482629-S","GI_16554578-S","GI_34222299-S","GI_31652245-I","GI_27754767-A","GI_8923472-S","GI_20070269-S","GI_30795192-A","GI_31077201-S","GI_27894333-A","GI_24308084-S","GI_19743804-A","GI_28610153-S","GI_27764881-S","GI_4507820-S","GI_21464138-A","GI_14211892-S","GI_27894329-S","Hs.185140-S","GI_4505888-A","GI_34222336-S","GI_27477086-S","GI_4504436-S","GI_21614524-S","GI_24497529-I","GI_19224662-S","GI_22027487-S","GI_9961355-S","GI_21389558-S","GI_24797066-S","GI_38569448-S","GI_28557780-S","GI_20302136-S","GI_16159362-S","Hs.171273-S","Hs.136376-S","GI_4502630-S","GI_4504700-S","GI_7657043-S","GI_42476191-S","GI_37546229-S","GI_7662241-S","GI_13325059-S","GI_4505948-S","GI_41350202-S","GI_20373176-S","hmm9615-S","GI_21389548-S","hmm3587-S","GI_7019408-S","GI_37537705-I","GI_31341400-S","GI_18641372-S","GI_30409981-S","GI_5454143-S","GI_40354211-S","GI_18379361-A","GI_20143949-A","GI_4507426-S","GI_14602456-I"
14.181003,14.008193,12.845654,14.694112,12.188381,14.035198,8.139636,14.400913,13.471372,13.489809,15.287519,13.414738,10.879589,13.539409,6.276275,14.218955,6.114895,15.939489,8.42597,10.214024,8.295388,11.177786,10.224316,12.771684,11.063979,10.926684,9.539881,6.426018,6.013691,11.211872,9.843795,7.453339,6.193521,7.153672,8.119643,6.332484,7.219977,9.94569,7.925336,11.494741,8.311193,9.189163,9.383648,6.34711,10.520595,6.098408,11.941695,9.233792,7.279892,8.266718,6.465019,7.213738,10.553813,6.305797,9.759294,8.951506,8.007701,8.497551,9.965615,8.798405,9.423828,7.420056,9.549422,9.101327,7.423882,7.687176,9.58581,7.123277,6.746068,13.91821,9.151712,7.716943,9.908881,8.389691,7.566079,6.137037,9.134646,6.702409,7.739459,9.028287,10.412134,9.632284,10.293573,7.239241,9.778626,12.685599,10.375076,6.06045,7.661727,12.800684,6.273276,6.34436,13.82297,6.347176,9.856019,9.333744,12.219635,8.956237,6.878485,6.414093
14.510999,6.009214,6.16892,14.93202,5.781538,15.302368,13.071285,15.806871,14.126906,7.251987,14.87798,12.880263,7.799976,13.743605,13.269345,13.320909,6.020816,11.595887,9.807483,12.978431,12.056667,11.155218,5.970324,12.00881,10.572389,11.992935,6.128007,11.92565,6.015721,12.65738,9.72482,7.286461,6.866681,6.31852,5.940162,6.261715,12.328225,6.741326,9.33592,10.106228,9.810617,10.556285,10.524632,7.857123,10.140733,6.847764,10.900965,9.054741,9.708967,8.084735,6.331401,9.394103,9.6739,6.865148,9.690368,11.11169,5.707887,8.82205,10.961646,9.991066,9.596165,8.533311,8.69435,6.906184,8.470303,8.063745,10.544957,10.514214,7.240922,11.634432,10.425338,7.624733,9.218314,7.935313,9.770171,6.201969,8.292001,9.006867,9.327086,8.745008,9.679849,8.748829,10.257347,7.606071,10.083545,10.872035,10.075449,8.857991,8.554095,12.010588,8.522291,7.29552,12.627213,7.722064,9.567315,10.353561,8.739705,8.076346,7.240722,6.511898
13.919416,6.200114,13.362996,6.456326,12.32263,6.136761,10.943002,6.744275,6.09108,7.952203,14.001984,9.590736,6.328375,14.009653,6.190909,15.244243,10.903229,6.212279,6.072376,10.146473,6.270188,9.833823,9.939674,9.131479,11.113662,12.061392,9.276881,10.235156,6.134201,11.737612,8.908172,9.420344,6.708313,6.558056,6.025393,6.29307,11.374607,6.072236,12.298687,6.616978,11.23271,8.062083,10.486831,9.5947,9.396967,6.145902,10.254487,10.263785,6.792146,10.249383,6.687272,10.309179,11.972008,9.173442,9.718966,7.160486,8.216862,9.635041,12.059233,11.336915,6.740402,9.275325,11.030076,9.991774,8.928896,7.373393,10.615487,8.154032,6.198938,12.601865,11.112974,10.736765,6.031782,9.795063,10.385921,7.418033,8.514447,6.878784,7.73036,10.214002,10.877336,8.581335,11.879787,9.489852,10.643797,13.105475,10.755599,8.802731,6.144609,9.755054,8.277609,10.246612,11.800702,6.131512,9.82957,11.350055,7.258246,9.322612,6.821425,6.427678
6.124411,6.403599,6.011338,9.803708,6.03308,13.398943,10.503311,10.552184,12.359297,13.039153,14.120199,6.04419,7.112688,14.286883,6.258159,14.971614,10.977876,8.260041,7.944495,9.767582,8.995686,11.504149,5.946475,9.598709,9.61596,11.780267,6.024866,8.899403,6.003697,12.447184,11.142685,7.971697,9.177085,8.671613,6.02738,8.929645,12.451189,6.371759,8.427264,9.246905,8.516675,10.017639,10.28074,6.573074,10.556422,9.384277,9.437712,7.536526,7.67942,8.229312,7.075543,9.303606,9.315763,6.50623,10.21693,10.219286,5.594505,6.178491,11.233297,8.339162,9.444584,9.354661,10.345737,8.981549,10.048473,7.187026,9.904728,10.426508,7.58255,12.514971,10.864977,8.911032,7.766191,7.143226,8.725779,8.917096,8.62432,9.236789,9.806512,9.130289,10.435522,7.544237,9.112275,8.644084,10.177913,10.925292,8.520673,7.636153,6.196505,9.227557,9.012455,7.439794,11.715896,8.981401,9.40181,10.592445,7.194248,9.732199,7.818869,6.126192
15.017441,6.104012,13.131322,13.607611,12.370329,6.280241,9.306532,10.790864,6.120065,6.205153,14.293768,10.728137,6.300917,13.917476,6.258864,9.00434,6.143199,10.718103,6.62801,10.768079,6.186449,11.401094,10.483707,10.759102,11.967922,6.64239,8.460795,6.21575,5.980921,11.734201,12.318333,8.878421,7.974385,9.905698,5.921288,6.261998,12.187933,6.146762,7.901383,11.117519,8.275137,10.719631,10.401242,7.19377,10.733845,9.456945,11.103819,8.426811,6.119683,9.191471,6.281295,8.285091,12.559155,6.578828,9.868585,8.512183,7.145574,8.362938,11.346802,7.573989,8.328231,8.773901,11.509188,9.288465,8.498242,7.526193,8.08632,9.070411,7.959656,13.245102,8.336006,10.081788,7.785306,9.167124,6.961754,7.270145,7.728659,8.205919,9.48198,9.664726,10.278304,10.760036,13.064604,6.831462,9.918022,12.992811,9.350032,8.691406,6.30245,9.16532,6.401686,9.043551,11.63307,7.038366,7.118567,10.685358,7.68234,7.189212,8.401397,6.062608
13.791679,6.101468,5.931897,13.615276,6.001789,10.670268,13.487298,14.630789,6.145277,6.173141,13.762138,9.584767,6.37583,14.02157,6.218495,10.186129,11.042406,10.8414,10.227547,9.755606,6.278366,6.146182,6.112135,6.256685,11.268529,9.311269,6.106874,6.245688,5.982951,11.766152,6.621626,11.431129,12.15516,6.33414,5.92059,6.406123,13.027138,6.128155,12.149808,9.695895,12.723094,6.178109,8.667546,10.114404,6.617955,8.916697,8.087581,10.620888,7.298612,11.009049,10.288766,9.788714,9.166205,10.016767,9.65451,6.58952,5.730883,7.817098,7.510813,7.721071,9.549067,11.974835,9.827893,5.8908,10.165897,8.990288,8.52737,6.474457,9.092464,12.871157,10.612763,11.009514,8.786128,11.321589,6.656464,7.851119,6.628928,7.878473,7.338123,9.510814,7.77589,8.453369,12.759509,7.676882,7.34771,11.247174,6.95147,6.083436,8.484867,8.862308,7.864659,7.144035,11.909302,6.252888,8.408238,7.312044,5.971206,7.348739,8.267832,6.271003
13.469696,13.482404,13.635599,6.406874,12.557912,6.269603,7.967907,7.269678,6.172326,8.578821,12.89635,12.974327,6.385515,13.60755,15.855748,15.227217,6.065751,7.093795,8.120994,13.15577,6.028161,11.965797,10.420834,12.496052,12.895171,11.109261,9.887573,9.305508,6.022612,9.015426,9.212159,9.824342,8.794952,10.018819,5.840195,6.37264,12.887957,6.084577,8.705428,11.108405,9.325012,9.787376,10.330685,8.08515,11.0143,6.132151,8.814645,8.075232,8.054744,9.195411,6.872624,10.933852,9.35864,7.533779,9.99291,7.239308,9.032957,9.549386,11.575738,10.480377,10.530208,8.7563,8.319058,9.214407,9.739551,7.58503,9.444979,11.401464,8.74437,13.175443,8.666917,9.305581,9.978095,9.384903,9.958775,5.977231,8.743997,7.070203,10.908566,11.449093,10.037346,9.378876,10.141639,10.036681,9.129951,13.306281,8.914542,6.070778,9.331021,10.685089,9.92767,7.421669,12.959765,10.346677,8.961143,10.811805,7.49977,10.570837,9.63508,6.873736
14.595231,6.055,6.103624,9.884339,6.020175,7.448713,10.709124,9.814673,6.829024,7.35174,8.895476,10.843978,6.349954,8.532055,6.398425,14.725789,6.013355,7.55249,7.687652,13.386658,6.423546,10.167756,6.062762,7.531427,13.325307,12.17815,6.00904,7.823834,6.149253,12.277021,10.952986,8.572029,6.391966,6.210702,14.962203,6.353921,11.55196,6.182788,8.972742,10.880569,8.047006,8.153557,8.918478,7.590984,9.666265,8.814975,10.763726,9.11584,6.645194,8.480895,6.866852,10.376346,11.6855,6.595343,9.361381,6.901626,5.650952,8.53404,10.308539,6.572933,8.718665,8.822801,11.056326,8.658608,7.193206,7.593215,9.178985,8.777021,8.352587,11.61312,8.413929,9.084543,8.541724,8.282473,8.400458,9.4203,8.536336,7.589453,10.212948,8.97912,10.451946,7.441743,11.295008,6.596293,8.402901,10.82581,9.777227,6.282142,6.066719,8.631846,6.349473,6.527246,10.379701,7.483761,8.600288,9.779711,7.02331,6.734215,6.25391,7.127587
6.106743,6.169075,13.291512,6.467846,11.830182,6.976877,13.722882,7.808691,6.812567,8.76012,14.572995,6.156071,6.408701,14.498291,6.27327,15.254352,12.030817,7.309471,13.841578,10.813832,10.230005,11.455721,10.365103,8.862473,10.027818,11.942709,9.444358,8.077416,6.076838,11.945436,11.93781,7.13756,9.975379,6.425192,6.359837,6.286903,11.460034,6.185637,9.364438,7.854415,7.646435,10.913016,9.927778,6.846591,10.314539,6.111379,9.407968,10.546403,6.518753,8.420789,7.346966,9.42598,9.990541,6.374003,10.933606,10.177396,8.035826,6.857244,11.582202,9.852065,6.106623,8.477493,10.574942,8.360007,8.910464,6.836744,9.22934,10.532065,7.903391,13.634475,8.7212,8.07317,6.633197,7.60491,9.249802,8.058575,8.362445,7.680474,10.481542,9.035239,8.551256,8.172982,11.82727,8.286932,9.647873,13.053647,9.424936,6.870976,6.154681,8.555663,6.503931,9.643377,12.446652,8.015468,8.352396,10.899602,6.90244,7.453291,9.407654,6.215994
14.73819,5.981216,6.006056,9.233305,6.026198,10.324075,15.559944,10.663497,9.238602,6.982132,14.185485,13.114848,6.373901,13.70596,6.266248,15.361253,6.201685,7.650827,11.134596,6.290391,9.384465,11.065543,6.14089,8.143551,10.885133,10.789337,6.022471,6.973605,6.133833,8.761304,11.697094,6.063846,10.0017,6.24398,5.938422,9.15877,12.77293,6.011858,8.274412,6.892548,10.075463,11.105979,10.107672,8.126232,9.833211,9.66147,8.700486,11.495627,6.910292,8.704857,6.556736,8.130117,9.313748,7.338664,9.474071,9.756624,5.628531,10.706228,10.885898,9.830524,10.01173,8.790404,10.553364,8.724159,9.835002,7.697462,9.32368,8.892454,7.215527,14.23521,8.067346,9.109659,6.355896,7.899269,8.626555,10.91595,7.041996,8.517924,10.411507,9.342206,10.548541,9.666558,11.007223,7.269828,8.349692,11.119011,9.520997,8.675199,6.161707,9.443572,7.465672,9.63708,12.806616,6.285395,8.759812,10.220076,7.411734,9.928893,10.058733,6.453674
13.58505,6.073834,13.03835,8.843563,12.083453,15.033778,16.041494,8.904145,14.508894,6.131783,7.099578,8.858792,6.403299,7.376522,6.288974,9.059682,10.605044,9.208127,12.724536,9.99149,6.271345,6.398364,10.002815,7.743038,10.466745,7.007796,9.667977,6.336319,5.998012,12.20365,6.289226,6.056507,6.050407,9.970957,5.990779,6.407255,11.737802,6.255314,7.746371,10.633589,8.183275,6.455186,6.360208,8.718823,6.664135,6.210089,7.359146,9.715102,6.720263,6.719731,9.22555,6.848283,8.838617,7.576497,9.589528,6.165708,8.836852,8.565824,8.46024,5.952738,8.592501,8.563032,8.974485,6.012815,6.872064,7.09353,6.695665,7.593137,7.04523,12.548701,6.394283,6.560796,9.568712,8.898755,7.812161,6.765487,8.548795,7.93124,7.195086,10.959994,9.622191,6.872815,9.17846,6.366084,6.475113,12.856555,9.243834,8.112673,7.267231,11.922404,7.123335,5.942128,11.529085,9.345081,7.037076,8.00991,6.437337,9.396288,9.541689,6.453804
14.663186,6.061274,6.080288,12.084184,5.870643,13.209038,14.221266,13.780925,12.967806,8.615695,11.90116,11.369811,11.797443,13.688625,6.247394,12.580855,6.09311,9.748956,8.102558,12.322853,10.201066,9.233825,5.992646,11.31566,13.56249,11.042797,6.009414,7.540584,5.989533,8.919373,9.389713,7.371947,7.963795,9.210353,5.935869,8.999787,7.816021,6.07149,8.866145,8.906361,8.573892,8.954679,9.570556,8.690658,8.547938,9.359679,9.869252,10.160555,7.948633,8.536563,8.904228,9.75656,11.475526,8.024762,9.187692,7.382508,5.737655,10.127741,10.438309,8.67098,8.934006,10.794472,11.929814,7.821067,10.239846,9.284725,8.212564,7.853596,9.869387,11.67185,8.527968,9.847362,7.209007,9.92809,8.425626,10.137407,8.162092,10.559913,9.729836,9.529616,9.534327,9.663009,12.607475,8.008294,8.248065,11.207475,10.351386,6.183397,6.108245,9.142793,7.731632,8.540671,10.707348,9.187394,8.765317,9.787298,8.843502,6.81186,8.196998,6.824724
14.009254,6.277474,12.4894,6.505705,6.797864,13.700105,11.391971,10.341348,11.894502,6.151179,13.120595,8.980735,6.383244,13.389839,6.292344,7.763183,10.442784,9.113913,7.199324,8.041126,9.802994,9.69895,8.926273,11.345159,10.818021,12.380707,9.698854,9.129355,6.076497,10.926142,9.600952,9.356566,9.214214,6.300321,5.955523,6.316932,7.320431,6.082724,10.938452,9.799992,10.049932,6.770018,8.137278,9.067071,8.72708,9.704066,9.23054,9.029312,6.492318,10.902405,10.279793,9.235617,9.187439,9.162098,5.989456,6.905772,8.363563,7.557607,11.01678,7.05305,9.869227,11.484433,9.035464,7.718404,8.557389,10.532814,8.794832,9.474788,10.680926,13.019468,11.87608,10.876245,9.447784,10.384768,8.713882,10.443041,6.53116,9.954084,8.212048,11.157678,10.589005,8.610949,13.234054,6.731017,8.946998,12.540498,8.760953,6.109269,6.420169,10.509982,8.975574,9.061929,11.962686,7.608166,10.136464,10.26611,7.695347,9.495644,7.923354,7.465843
13.562287,13.807677,6.204331,13.682731,5.917127,12.510714,15.164209,13.97585,13.829189,9.253871,13.496752,13.09069,6.367272,14.101055,6.21109,10.657369,6.126412,8.048743,6.245293,9.892982,11.240788,8.193736,6.05471,7.050251,10.488073,11.98603,6.063685,6.396365,5.967228,12.572522,10.125754,8.663306,8.113637,6.2721,5.850205,6.191119,12.647885,6.198669,9.928554,9.43048,9.983776,8.47868,8.041237,10.335259,7.920699,8.886196,8.344247,10.430902,7.138939,9.70364,10.714476,10.730673,8.430924,9.311196,9.848847,7.301288,5.869179,8.820347,10.927788,9.593363,8.779786,10.433457,8.752043,7.206578,9.242992,8.331454,8.992387,10.600764,9.481426,13.23798,10.217468,10.934224,9.556727,10.432821,7.693512,8.235569,7.201726,8.287654,9.330738,11.048284,7.485916,9.27554,11.109715,8.643616,8.927519,10.723463,9.263471,6.288166,8.784166,10.348664,7.152553,7.23035,12.582458,8.180648,9.70453,10.469591,6.579382,10.556753,9.760884,7.404467
